component_id,sum_of_max_gross_load_mw,max_of_sum_gross_load_mw,max_ramp,min_ramp,idxmax_ramp,idxmin_ramp,max_abs_ramp,idxmax_abs_ramp,EIA_UNIT_TYPE,capacity_CAMD,capacity_EIA,simple_CAMD_FUEL_TYPE_via_capacity,simple_EIA_FUEL_TYPE_via_capacity,simple_EIA_UNIT_TYPE,ramp_factor_CAMD,ramp_factor_EIA,ramp_factor_sum_max,ramp_factor_max_sum
37,87.0,87.0,33.0,-39.0,2016-03-23 19:00:00+00:00,2016-08-19 23:00:00+00:00,39.0,2016-08-19 23:00:00+00:00,"('ST',)",86.0,66.0,coal,coal,steam_turbine,0.45348837209302323,0.5909090909090909,0.4482758620689655,0.4482758620689655
38,262.0,262.0,125.0,-230.0,2017-08-15 16:00:00+00:00,2018-09-05 00:00:00+00:00,230.0,2018-09-05 00:00:00+00:00,"('ST',)",258.0,236.0,coal,coal,steam_turbine,0.8914728682170543,0.9745762711864406,0.8778625954198473,0.8778625954198473
39,263.0,263.0,113.0,-212.0,2017-05-18 20:00:00+00:00,2016-10-28 22:00:00+00:00,212.0,2016-10-28 22:00:00+00:00,"('ST',)",258.0,236.0,coal,coal,steam_turbine,0.8217054263565892,0.8983050847457628,0.8060836501901141,0.8060836501901141
40,124.0,124.0,67.0,-60.0,2019-05-23 02:00:00+00:00,2018-07-12 07:00:00+00:00,67.0,2019-05-23 02:00:00+00:00,"('ST',)",113.6,113.6,coal,coal,steam_turbine,0.5897887323943662,0.5897887323943662,0.5403225806451613,0.5403225806451613
41,265.0,265.0,85.0,-83.0,2015-02-14 22:00:00+00:00,2015-09-05 17:00:00+00:00,85.0,2015-02-14 22:00:00+00:00,"('ST',)",288.9,288.9,coal,coal,steam_turbine,0.2942194530979578,0.2942194530979578,0.32075471698113206,0.32075471698113206
42,295.0,295.0,164.0,-156.0,2018-01-05 23:00:00+00:00,2019-12-19 17:00:00+00:00,164.0,2018-01-05 23:00:00+00:00,"('ST',)",288.9,312.3,coal,coal,steam_turbine,0.5676704742125304,0.5251360870957412,0.5559322033898305,0.5559322033898305
43,415.0,415.0,192.0,-204.0,2019-07-14 19:00:00+00:00,2019-08-19 06:00:00+00:00,204.0,2019-08-19 06:00:00+00:00,"('ST',)",414.0,414.0,coal,coal,steam_turbine,0.4927536231884058,0.4927536231884058,0.491566265060241,0.491566265060241
44,109.0,109.0,56.0,-58.0,2016-02-02 11:00:00+00:00,2018-05-25 15:00:00+00:00,58.0,2018-05-25 15:00:00+00:00,"('ST',)",113.6,113.6,gas,gas,steam_turbine,0.5105633802816901,0.5105633802816901,0.5321100917431193,0.5321100917431193
45,111.0,111.0,56.0,-47.0,2016-02-02 11:00:00+00:00,2015-01-20 08:00:00+00:00,56.0,2016-02-02 11:00:00+00:00,"('ST',)",113.6,113.6,gas,gas,steam_turbine,0.49295774647887325,0.49295774647887325,0.5045045045045045,0.5045045045045045
46,115.0,115.0,37.0,-32.0,2018-05-04 20:00:00+00:00,2016-08-26 02:00:00+00:00,37.0,2018-05-04 20:00:00+00:00,"('CA', 'CT')",91.0,135.6,gas,gas,combined_cycle,0.4065934065934066,0.2728613569321534,0.3217391304347826,0.3217391304347826
47,532.0,531.0,193.0,-203.0,2019-02-28 14:00:00+00:00,2019-01-16 08:00:00+00:00,203.0,2019-01-16 08:00:00+00:00,"('CA', 'CT')",385.0,569.6,gas,gas,combined_cycle,0.5272727272727272,0.35639044943820225,0.3815789473684211,0.3822975517890772
48,75.0,75.0,43.0,-41.0,2015-08-11 19:00:00+00:00,2016-08-24 02:00:00+00:00,43.0,2015-08-11 19:00:00+00:00,"('ST',)",86.7,86.7,gas,gas,steam_turbine,0.49596309111880044,0.49596309111880044,0.5733333333333334,0.5733333333333334
49,79.0,79.0,74.0,-72.0,2017-03-11 00:00:00+00:00,2017-03-02 21:00:00+00:00,74.0,2017-03-11 00:00:00+00:00,"('GT',)",85.0,85.0,gas,gas,gas_turbine,0.8705882352941177,0.8705882352941177,0.9367088607594937,0.9367088607594937
50,81.0,81.0,50.0,-45.0,2019-07-05 16:00:00+00:00,2019-08-21 15:00:00+00:00,50.0,2019-07-05 16:00:00+00:00,"('ST',)",108.8,108.8,gas,gas,steam_turbine,0.4595588235294118,0.4595588235294118,0.6172839506172839,0.6172839506172839
51,83.0,83.0,58.0,-53.0,2018-10-12 21:00:00+00:00,2017-03-13 19:00:00+00:00,58.0,2018-10-12 21:00:00+00:00,"('ST',)",108.8,108.8,gas,gas,steam_turbine,0.5330882352941176,0.5330882352941176,0.6987951807228916,0.6987951807228916
52,109.0,109.0,70.0,-62.0,2016-09-15 21:00:00+00:00,2017-03-01 05:00:00+00:00,70.0,2016-09-15 21:00:00+00:00,"('ST',)",113.6,113.6,gas,gas,steam_turbine,0.6161971830985916,0.6161971830985916,0.6422018348623854,0.6422018348623854
53,166.0,166.0,93.0,-143.0,2018-11-03 23:00:00+00:00,2018-06-20 10:00:00+00:00,143.0,2018-06-20 10:00:00+00:00,"('ST',)",173.3,173.3,gas,gas,steam_turbine,0.8251586843623774,0.8251586843623774,0.8614457831325302,0.8614457831325302
54,113.0,113.0,65.0,-59.0,2019-07-16 15:00:00+00:00,2015-07-21 17:00:00+00:00,65.0,2019-07-16 15:00:00+00:00,"('ST',)",113.6,113.6,gas,gas,steam_turbine,0.5721830985915494,0.5721830985915494,0.5752212389380531,0.5752212389380531
55,113.0,113.0,57.0,-51.0,2019-07-17 14:00:00+00:00,2015-07-20 19:00:00+00:00,57.0,2019-07-17 14:00:00+00:00,"('ST',)",113.6,113.6,gas,gas,steam_turbine,0.5017605633802817,0.5017605633802817,0.504424778761062,0.504424778761062
56,184.0,184.0,119.0,-140.0,2016-05-04 18:00:00+00:00,2019-06-05 22:00:00+00:00,140.0,2019-06-05 22:00:00+00:00,"('ST',)",163.2,163.2,gas,gas,steam_turbine,0.857843137254902,0.857843137254902,0.7608695652173914,0.7608695652173914
57,278.0,278.0,130.0,-139.0,2015-12-15 23:00:00+00:00,2015-12-15 21:00:00+00:00,139.0,2015-12-15 21:00:00+00:00,"('CA', 'CT')",170.0,292.0,gas,gas,combined_cycle,0.8176470588235294,0.476027397260274,0.5,0.5
58,87.0,87.0,50.0,-62.0,2016-08-02 21:00:00+00:00,2016-05-18 23:00:00+00:00,62.0,2016-05-18 23:00:00+00:00,"('ST',)",85.05,81.6,gas,gas,steam_turbine,0.7289829512051734,0.7598039215686275,0.7126436781609196,0.7126436781609196
59,206.0,206.0,111.0,-142.0,2019-01-08 23:00:00+00:00,2015-07-15 22:00:00+00:00,142.0,2015-07-15 22:00:00+00:00,"('ST',)",194.7,204.0,gas,gas,steam_turbine,0.7293271700051361,0.696078431372549,0.6893203883495146,0.6893203883495146
60,209.0,209.0,104.0,-101.0,2015-01-13 23:00:00+00:00,2018-05-28 03:00:00+00:00,104.0,2015-01-13 23:00:00+00:00,"('ST',)",194.7,204.0,coal,coal,steam_turbine,0.5341551104262969,0.5098039215686274,0.49760765550239233,0.49760765550239233
61,543.0,543.0,327.0,-333.0,2015-09-17 18:00:00+00:00,2018-01-18 11:00:00+00:00,333.0,2018-01-18 11:00:00+00:00,"('ST',)",552.5,552.5,gas,gas,steam_turbine,0.6027149321266968,0.6027149321266968,0.6132596685082873,0.6132596685082873
62,0.0,0.0,0.0,0.0,2015-01-01 07:00:00+00:00,2015-01-01 07:00:00+00:00,0.0,2015-01-01 07:00:00+00:00,"('ST',)",120.0,120.0,gas,gas,steam_turbine,0.0,0.0,,
63,0.0,0.0,0.0,0.0,2015-01-01 07:00:00+00:00,2015-01-01 07:00:00+00:00,0.0,2015-01-01 07:00:00+00:00,"('ST',)",136.0,136.0,gas,gas,steam_turbine,0.0,0.0,,
64,627.0,525.0,193.0,-204.0,2019-10-02 09:00:00+00:00,2019-12-19 09:00:00+00:00,204.0,2019-12-19 09:00:00+00:00,"('CA', 'CT')",508.0,699.0,gas,gas,combined_cycle,0.4015748031496063,0.2918454935622318,0.3253588516746411,0.38857142857142857
65,532.0,528.0,192.0,-201.0,2016-10-24 13:00:00+00:00,2019-08-13 15:00:00+00:00,201.0,2019-08-13 15:00:00+00:00,"('CA', 'CT')",508.0,699.0,gas,gas,combined_cycle,0.3956692913385827,0.2875536480686695,0.37781954887218044,0.3806818181818182
66,788.0,788.0,395.0,-383.0,2015-09-08 22:00:00+00:00,2016-09-27 02:00:00+00:00,395.0,2015-09-08 22:00:00+00:00,"('ST',)",811.8,702.0,gas,gas,steam_turbine,0.4865730475486573,0.5626780626780626,0.501269035532995,0.501269035532995
67,782.0,782.0,370.0,-358.0,2015-05-30 23:00:00+00:00,2015-07-03 05:00:00+00:00,370.0,2015-05-30 23:00:00+00:00,"('ST',)",811.8,702.0,gas,gas,steam_turbine,0.45577728504557774,0.5270655270655271,0.4731457800511509,0.4731457800511509
68,111.0,111.0,47.0,-43.0,2015-09-10 16:00:00+00:00,2015-08-28 18:00:00+00:00,47.0,2015-09-10 16:00:00+00:00,"('ST',)",110.25,110.0,gas,gas,steam_turbine,0.42630385487528344,0.42727272727272725,0.42342342342342343,0.42342342342342343
69,111.0,111.0,62.0,-64.0,2017-06-22 00:00:00+00:00,2017-07-08 04:00:00+00:00,64.0,2017-07-08 04:00:00+00:00,"('ST',)",104.0,110.0,gas,gas,steam_turbine,0.6153846153846154,0.5818181818181818,0.5765765765765766,0.5765765765765766
70,116.0,116.0,68.0,-62.0,2015-06-19 16:00:00+00:00,2017-10-26 05:00:00+00:00,68.0,2015-06-19 16:00:00+00:00,"('ST',)",110.0,110.0,gas,gas,steam_turbine,0.6181818181818182,0.6181818181818182,0.5862068965517241,0.5862068965517241
71,318.0,318.0,189.0,-206.0,2017-11-01 14:00:00+00:00,2017-09-02 08:00:00+00:00,206.0,2017-09-02 08:00:00+00:00,"('ST',)",287.0,306.0,gas,gas,steam_turbine,0.7177700348432056,0.673202614379085,0.6477987421383647,0.6477987421383647
72,345.0,345.0,215.0,-311.0,2015-01-21 17:00:00+00:00,2018-08-14 00:00:00+00:00,311.0,2018-08-14 00:00:00+00:00,"('ST',)",315.0,345.6,gas,gas,steam_turbine,0.9873015873015873,0.8998842592592592,0.9014492753623189,0.9014492753623189
73,178.0,178.0,120.0,-111.0,2019-08-04 21:00:00+00:00,2015-08-16 05:00:00+00:00,120.0,2019-08-04 21:00:00+00:00,"('ST',)",163.2,156.0,gas,gas,steam_turbine,0.7352941176470589,0.7692307692307693,0.6741573033707865,0.6741573033707865
74,184.0,184.0,118.0,-114.0,2019-08-04 21:00:00+00:00,2018-03-06 06:00:00+00:00,118.0,2019-08-04 21:00:00+00:00,"('ST',)",163.2,156.0,gas,gas,steam_turbine,0.7230392156862746,0.7564102564102564,0.6413043478260869,0.6413043478260869
